uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp
88366,4245,JA-0050,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2015,GB,RWR,84,2
88367,4245,CP-0750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,1,0,0,0,-2,-2,-1,2,3,2015,MIN,RWR,84,3
88368,4246,KD-0450,0,0,0,0,0,4,2,12,0,0,0,0,0,1,106,1,0,10,0,7,7.2,7.2,7.2,1,3,2015,KC,RB,34,3
88369,4246,AB-1975,0,0,0,0,0,17,7,99,0,1,0,0,0,0,0,0,0,0,0,29,9.9,9.9,9.9,2,2,2015,HOU,RB,28,1
88370,4246,BH-1900,34,15,136,4,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,64,-4.66,-0.66,-3.66,2,7,2015,HOU,QB,7,1
88371,4246,NW-0100,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,38,0.3,0.8,1.3,2,11,2015,HOU,RWR,85,1
88372,4246,CS-1500,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,46,0.5,1,1.5,1,5,2015,HOU,LWR,18,2
88373,4246,FH-0100,0,0,0,0,0,0,0,0,0,1,1,3,0,5,78,0,0,0,0,6,0.3,0.8,1.3,2,3,2015,KC,LWR,85,2
88374,4246,AS-1600,22,17,190,1,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,58,12.3,13.3,12.3,2,11,2015,KC,QB,11,1
88375,4246,TK-0150,0,0,0,0,0,0,0,0,0,10,8,128,0,0,0,0,0,0,0,55,12.8,16.8,23.8,2,3,2015,KC,TE,87,1
88376,4246,AW-1650,0,0,0,0,0,2,1,11,0,4,2,9,0,0,0,0,0,10,0,47,2,3,4,2,2,2015,KC,LWR,12,1
88377,4246,SW-0350,0,0,0,0,0,16,9,67,1,0,0,0,0,0,0,0,0,0,0,38,12.7,12.7,12.7,2,3,2015,KC,FB,32,2
88378,4246,CW-1450,0,0,0,0,0,8,4,26,0,1,1,9,0,0,0,0,0,0,0,18,3.5,4,4.5,2,2,2015,KC,RB,35,1
88379,4246,KM-3250,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,2015,HOU,RWR,12,2
88380,4246,JM-0200,0,0,0,0,0,0,0,0,0,4,3,29,0,0,0,0,0,0,0,32,2.9,4.4,5.9,2,7,2015,KC,RWR,19,1
88381,4246,CF-0375,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23,0.1,0.6,1.1,2,2,2015,HOU,TE,87,1
88382,4246,DH-3950,0,0,0,0,0,0,0,0,0,11,6,69,0,0,0,0,0,10,0,62,6.9,9.9,12.9,2,3,2015,HOU,LWR,10,1
88383,4246,RG-1870,0,0,0,0,0,0,0,0,0,8,3,29,0,0,0,0,0,0,0,44,2.9,4.4,5.9,2,3,2015,HOU,TE,84,2
88384,4246,AH-3875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,2015,HOU,RB,33,4
88385,4246,JP-4187,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0.2,0.2,0.2,1,2,2015,HOU,FB,45,1
88386,4246,JG-3850,0,0,0,0,0,4,1,15,0,2,2,12,0,0,0,0,0,0,0,30,2.7,3.7,4.7,2,4,2015,HOU,RB,41,2
88387,4246,JW-1100,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-0.1,-0.1,-0.1,1,5,2015,HOU,RDE,99,1
88388,4246,CC-3950,0,0,0,0,0,0,0,0,0,1,1,9,1,0,0,0,0,0,0,44,6.9,7.4,7.9,2,1,2015,KC,RWR,17,3
88389,4246,JS-7075,0,0,0,0,0,0,0,0,0,2,1,17,0,0,0,0,0,0,0,28,1.7,2.2,2.7,2,1,2015,HOU,RWR,11,3
88390,4246,AS-0900,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,8,0.3,0.8,1.3,2,5,2015,KC,FB,42,1
88391,4246,CD-0300,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,5,-0.2,-0.2,-0.2,1,7,2015,KC,QB,10,2
88392,4247,BR-1100,31,18,229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,15.16,15.16,15.16,3,12,2015,PIT,QB,7,1
88393,4247,MB-4550,0,0,0,0,0,1,1,44,0,6,5,29,1,0,0,0,0,0,0,59,13.3,15.8,18.3,3,2,2015,PIT,LWR,10,2
88394,4247,FT-0300,0,0,0,0,0,17,9,58,0,8,4,60,0,0,0,0,0,0,0,49,11.8,13.8,15.8,3,2,2015,PIT,RB,33,3
88395,4247,DH-2800,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,3,7,2015,PIT,RWR,88,2
88396,4247,AM-1150,41,23,212,1,1,5,1,9,0,0,0,0,0,0,0,0,1,0,0,74,9.38,10.38,10.38,3,2,2015,CIN,QB,5,1
88397,4247,AG-1500,0,0,0,0,0,0,0,0,0,8,5,71,1,0,0,0,0,0,0,70,13.1,15.6,18.1,3,5,2015,CIN,LWR,18,1
88398,4247,JH-4025,0,0,0,0,0,12,4,50,1,4,3,27,0,0,0,0,1,0,1,39,13.7,15.2,17.7,3,2,2015,CIN,RB,32,1
88399,4247,TE-0300,0,0,0,0,0,0,0,0,0,9,5,58,0,0,0,0,0,0,0,72,5.8,8.3,10.8,2,3,2015,CIN,TE,85,1
88400,4247,AB-3500,0,0,0,0,0,0,0,0,0,12,7,119,0,4,8,0,0,0,0,74,11.9,15.4,21.9,3,6,2015,PIT,LWR,84,1
88401,4247,HM-0200,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,74,0.9,1.9,2.9,3,11,2015,PIT,TE,83,1
88402,4247,MJ-2250,0,0,0,0,0,0,0,0,0,7,4,32,0,0,0,0,0,0,0,69,3.2,5.2,7.2,3,4,2015,CIN,RWR,82,2
88403,4247,JT-3000,0,0,0,0,0,11,5,65,0,0,0,0,0,0,0,0,0,0,0,14,6.5,6.5,6.5,1,5,2015,PIT,RB,30,2
88404,4247,BT-0300,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,2,7,2015,CIN,LWR,19,2
88405,4247,MS-0150,0,0,0,0,0,0,0,0,0,5,3,17,0,0,0,0,0,0,0,60,1.7,3.2,4.7,3,4,2015,CIN,RWR,12,1
88406,4247,MW-1250,0,0,0,0,0,0,0,0,0,5,2,23,0,1,16,0,1,0,1,49,2.3,3.3,5.3,3,3,2015,PIT,RWR,11,1
88407,4247,GB-0350,0,0,0,0,0,6,1,28,0,4,2,2,0,0,0,0,1,0,0,31,1,2,4,3,3,2015,CIN,RB,25,2
88408,4247,TK-0850,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,2015,CIN,TE,81,2
88409,4247,LJ-1250,5,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1.56,-0.56,-1.56,1,3,2015,PIT,QB,3,2
88410,4247,RB-4670,0,0,0,0,0,1,1,4,0,1,1,5,0,0,0,0,0,0,0,6,0.9,1.4,1.9,3,3,2015,CIN,RB,33,4
88411,4248,CP-0750,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,0,3,3,2015,MIN,RWR,84,3
88412,4248,AP-0700,0,0,0,0,0,23,4,45,0,2,2,13,0,0,0,0,1,0,0,38,3.8,4.8,6.8,3,9,2015,MIN,RB,28,1
88413,4248,TB-2650,24,17,146,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,59,5.84,5.84,5.84,3,2,2015,MIN,QB,5,1
88414,4248,MW-0500,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,41,1,1.5,2,3,7,2015,MIN,RWR,11,1
88415,4248,SD-0537,0,0,0,0,0,1,1,6,0,6,4,26,0,0,0,0,0,0,0,57,3.2,5.2,7.2,3,1,2015,MIN,LWR,14,1
88416,4248,AT-0350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,2015,MIN,LWR,19,3
88417,4248,JW-6560,0,0,0,0,0,0,0,0,0,3,1,9,0,0,0,0,0,0,0,34,0.9,1.4,1.9,3,4,2015,MIN,RWR,17,2
88418,4248,JM-3450,0,0,0,0,0,2,1,7,0,5,3,22,0,0,0,0,0,0,0,16,2.9,4.4,5.9,3,2,2015,MIN,RB,31,2
88419,4248,CM-2280,0,0,0,0,0,21,7,70,0,1,1,14,0,0,0,0,0,0,0,39,8.4,8.9,9.4,3,3,2015,SEA,RB,32,1
88420,4248,RW-3850,26,13,142,1,1,5,3,21,0,0,0,0,0,0,0,0,0,5,0,58,9.78,10.78,9.78,3,4,2015,SEA,QB,3,1
88421,4248,FJ-0100,0,0,0,0,0,1,0,2,0,5,2,19,0,0,0,0,0,0,0,17,2.1,3.1,4.1,3,10,2015,SEA,RB,22,3
88422,4248,JK-0250,0,0,0,0,0,0,0,0,0,4,3,18,0,0,0,0,0,0,0,45,1.8,3.3,4.8,3,4,2015,SEA,RWR,15,1
88423,4248,JR-3700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2015,SEA,P,9,1
88424,4248,TL-1025,0,0,0,0,0,0,0,0,0,5,1,35,0,5,22,0,0,0,0,38,3.5,4,4.5,3,1,2015,SEA,LWR,16,2
88425,4248,DB-0500,0,0,0,0,0,0,0,0,0,7,5,42,1,0,0,0,0,0,0,45,10.2,12.7,15.2,3,5,2015,SEA,LWR,89,1
88426,4248,MP-2350,0,0,0,0,0,0,0,0,0,2,2,22,0,0,0,0,0,0,0,37,2.2,3.2,4.2,2,1,2015,MIN,TE,83,2
88427,4248,ZL-0200,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,12,0.7,1.7,2.7,2,3,2015,MIN,FB,48,1
88428,4248,CC-3200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,34,0,0,0,2,7,2015,SEA,TE,86,3
88429,4248,DC-2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,1,4,2015,SEA,FB,40,2
88430,4248,KS-1750,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,18,1.4,1.9,2.4,3,2,2015,SEA,RWR,17,2
88431,4248,MA-1150,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,5,1.3,1.8,2.3,2,5,2015,MIN,RB,44,3
88432,4248,KR-1200,0,0,0,0,0,0,0,0,0,1,1,24,0,0,0,0,0,0,0,48,2.4,2.9,3.4,3,5,2015,MIN,TE,82,1
88433,4249,AR-1300,36,21,210,0,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,73,18.3,18.3,18.3,3,11,2015,GB,QB,12,1
88434,4249,JJ-4200,0,0,0,0,0,0,0,0,0,11,7,81,0,0,0,0,0,0,0,69,8.1,11.6,15.1,3,9,2015,GB,WR,89,1
88435,4249,EL-0010,0,0,0,0,0,12,5,63,1,0,0,0,0,0,0,0,1,0,0,27,10.3,10.3,11.3,3,3,2015,GB,RB,27,1
88436,4249,JA-0050,0,0,0,0,0,0,0,0,0,4,2,14,0,0,0,0,0,0,1,28,3.4,4.4,5.4,3,2,2015,GB,RWR,84,2
88437,4249,KC-2350,46,29,329,0,1,2,1,2,1,0,0,0,0,0,0,0,1,5,0,72,21.36,21.36,25.36,2,4,2015,WAS,QB,8,1
88438,4249,JR-1150,0,0,0,0,0,0,0,0,0,17,9,120,1,0,0,0,0,5,0,61,18,22.5,30,2,3,2015,WAS,TE,86,1
88439,4249,AM-2850,0,0,0,0,0,11,5,50,0,0,0,0,0,0,0,0,0,0,0,23,5,5,5,2,4,2015,WAS,RB,46,1
88440,4249,RR-1150,0,0,0,0,0,0,0,0,0,1,1,2,0,5,96,0,0,0,0,10,0.2,0.7,1.2,2,3,2015,WAS,LWR,19,2
88441,4249,AS-1700,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,12,1.6,2.1,2.6,2,11,2015,WAS,TE,83,2
88442,4249,DJ-0200,0,0,0,0,0,0,0,0,0,5,2,17,0,0,0,0,0,0,0,52,1.7,2.7,3.7,1,8,2015,WAS,RWR,11,1
88443,4249,PG-0100,0,0,0,0,0,0,0,0,0,8,5,70,0,0,0,0,0,0,0,54,7,9.5,12,2,8,2015,WAS,LWR,88,1
88444,4249,JJ-0775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,4,0,0,0,3,2,2015,GB,LWR,83,3
88445,4249,RR-1050,0,0,0,0,0,0,0,0,0,4,2,11,0,0,0,0,0,0,0,66,1.1,2.1,3.1,3,2,2015,GB,TE,82,1
88446,4249,RC-1500,0,0,0,0,0,5,3,24,0,8,3,38,1,0,0,0,0,0,0,66,12.2,13.7,15.2,3,5,2015,GB,RWR,18,1
88447,4249,PT-0400,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0.7,0.7,0.7,2,9,2015,WAS,RB,39,4
88448,4249,JC-5680,0,0,0,0,0,0,0,0,0,4,3,15,0,2,10,0,0,0,0,52,1.5,3,4.5,2,1,2015,WAS,WR,80,1
88449,4249,RG-1650,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,2,2,2015,WAS,RWR,14,2
88450,4249,CT-1220,0,0,0,0,0,1,1,25,0,8,8,89,0,0,0,0,0,0,0,35,11.4,15.4,19.4,2,3,2015,WAS,RB,25,3
88451,4249,JS-6200,0,0,0,0,0,12,7,53,1,2,2,12,0,0,0,0,0,0,0,33,12.5,13.5,14.5,3,6,2015,GB,RB,44,2
88452,4249,DA-0212,0,0,0,0,0,0,0,0,0,4,4,48,1,0,0,0,0,0,0,38,10.8,12.8,14.8,3,2,2015,GB,LWR,17,1
88453,4249,JK-2200,0,0,0,0,0,2,1,2,0,1,1,6,0,0,0,0,0,0,0,30,0.8,1.3,1.8,3,11,2015,GB,FB,30,1
88454,4250,TB-2300,42,28,302,0,2,6,2,6,1,0,0,0,0,0,0,0,0,0,0,58,26.68,26.68,29.68,2,16,2015,NE,QB,12,1
88455,4250,BL-0100,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,5,0,53,0.6,2.1,3.6,2,6,2015,NE,LWR,19,2
88456,4250,JE-0100,0,0,0,0,0,1,1,11,0,16,10,100,0,0,0,0,0,0,0,53,11.1,16.1,24.1,1,7,2015,NE,RWR,11,1
88457,4250,DA-0900,0,0,0,0,0,0,0,0,0,3,2,18,0,2,22,0,0,2,0,44,1.8,2.8,3.8,2,8,2015,NE,LWR,80,1
88458,4250,RG-2200,0,0,0,0,0,0,0,0,0,8,7,83,2,0,0,0,0,0,0,53,20.3,23.8,27.3,2,6,2015,NE,TE,87,1
88459,4250,KD-0450,0,0,0,0,0,6,3,30,0,3,2,13,0,3,90,0,1,0,0,27,2.3,3.3,5.3,2,3,2015,KC,RB,34,3
88460,4250,AS-1600,50,29,246,0,1,9,6,44,0,0,0,0,0,0,0,0,0,5,0,89,18.24,18.24,18.24,3,11,2015,KC,QB,11,1
88461,4250,DH-1450,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,24,1,1.5,2,2,3,2015,KC,TE,84,2
88462,4250,AS-0900,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8,0.1,0.6,1.1,3,5,2015,KC,FB,42,1
88463,4250,FH-0100,0,0,0,0,0,0,0,0,0,1,1,2,0,2,27,0,0,0,0,11,0.2,0.7,1.2,3,3,2015,KC,LWR,85,2
88464,4250,JM-0200,0,0,0,0,0,0,0,0,0,3,2,23,0,0,0,0,0,0,0,34,2.3,3.3,4.3,3,7,2015,KC,RWR,19,1
88465,4250,CW-1450,0,0,0,0,0,17,7,61,1,4,2,15,0,0,0,0,0,0,0,63,13.6,14.6,15.6,3,2,2015,KC,RB,35,1
88466,4250,TK-0150,0,0,0,0,0,0,0,0,0,9,6,23,0,0,0,0,0,0,0,80,2.3,5.3,8.3,3,3,2015,KC,TE,87,1
88467,4250,JA-2900,0,0,0,0,0,0,0,0,0,5,4,69,0,0,0,0,0,0,0,59,6.9,8.9,10.9,2,10,2015,KC,RWR,81,2
88468,4250,SJ-0200,0,0,0,0,0,6,2,16,0,1,1,2,0,0,0,0,0,0,0,16,1.8,2.3,2.8,2,12,2015,NE,RB,39,2
88469,4250,CC-3950,0,0,0,0,0,0,0,0,0,9,5,33,0,0,0,0,0,0,0,53,3.3,5.8,8.3,3,1,2015,KC,RWR,17,3
88470,4250,JW-2550,0,0,0,0,0,1,1,5,0,3,2,39,0,0,0,0,0,0,0,42,4.4,5.4,6.4,2,2,2015,NE,RB,28,1
88471,4250,KM-0450,0,0,0,0,0,0,0,0,0,4,2,57,0,1,26,0,0,0,0,10,5.7,6.7,7.7,2,4,2015,NE,RWR,82,2
88472,4250,BB-2250,0,0,0,0,0,0,0,0,0,1,1,-3,0,0,0,0,0,0,0,4,-0.3,0.2,0.7,2,4,2015,NE,RB,38,1
88473,4250,AW-1650,0,0,0,0,0,0,0,0,0,11,5,57,1,0,0,0,0,0,0,86,11.7,14.2,16.7,3,2,2015,KC,LWR,12,1
88474,4251,BG-0750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,2,4,2015,ARI,LWR,10,3
88475,4251,DJ-1325,0,0,0,0,0,15,3,35,0,9,6,43,0,0,0,0,0,0,0,58,7.8,10.8,13.8,3,1,2015,ARI,RB,31,1
88476,4251,CP-0500,41,25,349,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,66,21.96,23.96,24.96,3,13,2015,ARI,QB,3,1
88477,4251,LF-0200,0,0,0,0,0,0,0,0,0,12,8,176,1,0,0,0,0,15,0,64,23.6,27.6,34.6,3,12,2015,ARI,LWR,11,1
88478,4251,MF-0950,0,0,0,0,0,0,0,0,0,7,3,26,2,0,0,0,0,0,0,57,14.6,16.1,17.6,3,4,2015,ARI,RWR,15,1
88479,4251,EL-0010,0,0,0,0,0,12,3,89,0,2,2,2,0,0,0,0,0,0,0,34,9.1,10.1,11.1,4,3,2015,GB,RB,27,1
88480,4251,AR-1300,44,24,261,1,2,2,1,21,0,0,0,0,0,0,0,0,0,0,0,73,18.54,19.54,18.54,4,11,2015,GB,QB,12,1
88481,4251,JA-0050,0,0,0,0,0,0,0,0,0,12,4,55,0,1,0,0,0,0,0,72,5.5,7.5,9.5,4,2,2015,GB,RWR,84,2
88482,4251,JB-6950,0,0,0,0,0,1,0,2,0,9,5,82,0,0,0,0,0,0,0,60,8.4,10.9,13.4,3,2,2015,ARI,WR,12,1
88483,4251,JN-0625,0,0,0,0,0,0,0,0,0,1,1,8,0,1,11,0,0,0,0,6,0.8,1.3,1.8,3,1,2015,ARI,RWR,14,3
88484,4251,JJ-0775,0,0,0,0,0,0,0,0,0,11,7,145,2,3,77,0,0,0,0,40,26.5,30,36.5,4,2,2015,GB,LWR,83,3
88485,4251,RR-1050,0,0,0,0,0,0,0,0,0,8,5,45,0,0,0,0,0,5,0,58,4.5,7,9.5,4,2,2015,GB,TE,82,1
88486,4251,AE-0750,0,0,0,0,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,7,0.3,0.3,0.3,3,3,2015,ARI,RB,38,2
88487,4251,JS-6200,0,0,0,0,0,7,3,23,0,4,4,4,0,0,0,0,0,0,0,39,2.7,4.7,6.7,4,6,2015,GB,RB,44,2
88488,4251,RC-1500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,4,5,2015,GB,RWR,18,1
88489,4251,JK-2200,0,0,0,0,0,1,1,2,0,2,2,10,0,0,0,0,0,5,0,28,1.2,2.2,3.2,4,11,2015,GB,FB,30,1
88490,4251,DF-0550,0,0,0,0,0,0,0,0,0,2,2,14,0,0,0,0,0,0,0,58,1.4,2.4,3.4,2,3,2015,ARI,TE,85,1
88491,4251,JJ-4200,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,73,0,0,0,4,9,2015,GB,WR,89,1
88492,4252,JS-6700,0,0,0,0,0,19,12,106,2,1,1,5,0,0,0,0,0,0,0,35,23.1,23.6,27.1,1,8,2015,CAR,RB,28,1
88493,4252,CA-1175,0,0,0,0,0,3,1,7,0,1,1,1,0,0,0,0,0,0,0,9,0.8,1.3,1.8,3,1,2015,CAR,RB,34,3
88494,4252,CN-0500,22,16,161,0,1,11,3,3,0,0,0,0,0,0,0,0,0,0,0,65,10.74,10.74,10.74,3,5,2015,CAR,QB,1,1
88495,4252,TL-1025,0,0,0,0,0,0,0,0,0,4,3,75,1,7,100,0,0,5,0,61,13.5,15,16.5,4,1,2015,SEA,LWR,16,2
88496,4252,ML-2500,0,0,0,0,0,6,3,20,0,3,2,15,0,0,0,0,0,0,0,47,3.5,4.5,5.5,1,9,2015,SEA,RB,24,4
88497,4252,RW-3850,48,31,366,2,3,3,2,32,0,0,0,0,0,0,0,0,0,5,0,65,25.84,27.84,28.84,4,4,2015,SEA,QB,3,1
88498,4252,LW-1450,0,0,0,0,0,0,0,0,0,7,4,54,0,0,0,0,0,0,0,57,5.4,7.4,9.4,2,3,2015,SEA,TE,82,1
88499,4252,FJ-0100,0,0,0,0,0,2,2,9,0,3,2,23,0,0,0,0,0,0,0,16,3.2,4.2,5.2,4,10,2015,SEA,RB,22,3
88500,4252,TG-0900,0,0,0,0,0,1,1,11,0,1,0,0,0,2,0,0,0,0,0,42,1.1,1.1,1.1,2,9,2015,CAR,RWR,19,1
88501,4252,GO-0100,0,0,0,0,0,0,0,0,0,6,6,77,1,0,0,0,0,0,0,60,13.7,16.7,19.7,3,9,2015,CAR,TE,88,1
88502,4252,MT-1300,0,0,0,0,0,7,1,17,0,1,0,0,0,0,0,0,0,0,0,37,1.7,1.7,1.7,3,8,2015,CAR,FB,35,1
88503,4252,JC-5400,0,0,0,0,0,0,0,0,0,4,3,22,0,0,0,0,0,0,0,35,2.2,3.7,5.2,3,12,2015,CAR,LWR,82,2
88504,4252,ED-0400,0,0,0,0,0,0,0,0,0,2,2,22,0,0,0,0,0,0,0,32,2.2,3.2,4.2,3,6,2015,CAR,TE,84,1
88505,4252,CB-3850,0,0,0,0,0,0,0,0,0,5,2,22,0,0,0,0,0,0,0,50,2.2,3.2,4.2,3,2,2015,CAR,LWR,16,1
88506,4252,JK-0250,0,0,0,0,0,0,0,0,0,15,11,110,2,0,0,0,0,0,0,60,23,28.5,37,4,4,2015,SEA,RWR,15,1
88507,4252,DB-0500,0,0,0,0,0,0,0,0,0,12,8,82,0,0,0,0,0,0,0,65,8.2,12.2,16.2,4,5,2015,SEA,LWR,89,1
88508,4252,KS-1750,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,5,0.7,1.2,1.7,4,2,2015,SEA,RWR,17,2
88509,4252,CM-2280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,2015,SEA,RB,32,1
88510,4252,DF-2200,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,19,1.2,1.7,2.2,3,1,2015,CAR,RWR,17,2
88511,4252,DS-1730,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,1.7,1,4,2015,SEA,RCB,35,1
88512,4253,BR-1100,37,24,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,13.56,13.56,16.56,4,12,2015,PIT,QB,7,1
88513,4253,MW-1250,0,0,0,0,0,0,0,0,0,8,5,30,0,4,20,0,0,0,0,48,3,5.5,8,4,3,2015,PIT,RWR,11,1
88514,4253,JT-3000,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0.6,0.6,0.6,2,5,2015,PIT,RB,30,2
88515,4253,PM-0200,37,21,222,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,1,74,10.78,10.78,10.78,2,18,2015,DEN,QB,18,1
88516,4253,DT-0900,0,0,0,0,0,0,0,0,0,8,4,40,0,0,0,0,0,0,1,62,6,8,10,3,6,2015,DEN,LWR,88,1
88517,4253,RH-2350,0,0,0,0,0,16,6,38,0,1,0,0,0,0,0,0,0,0,0,32,3.8,3.8,3.8,3,4,2015,DEN,RB,23,1
88518,4253,CA-0750,0,0,0,0,0,15,6,72,1,3,2,11,0,0,0,0,0,0,0,37,14.3,15.3,16.3,3,3,2015,DEN,RB,22,2
88519,4253,FT-0300,0,0,0,0,0,12,6,39,1,3,3,2,0,0,0,0,1,0,0,54,8.1,9.6,12.1,4,2,2015,PIT,RB,33,3
88520,4253,SC-0775,0,0,0,0,0,0,0,0,0,3,2,61,0,0,0,0,0,0,0,25,6.1,7.1,8.1,1,1,2015,PIT,LWR,14,3
88521,4253,MB-4550,0,0,0,0,0,2,1,40,0,15,9,154,0,0,0,0,0,0,0,48,19.4,23.9,31.4,4,2,2015,PIT,LWR,10,2
88522,4253,OD-0100,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,52,1,2,3,3,10,2015,DEN,TE,81,1
88523,4253,JN-1900,0,0,0,0,0,0,0,0,0,4,1,10,0,1,0,0,0,0,0,30,1,1.5,2,3,7,2015,DEN,WR,11,1
88524,4253,AC-0100,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,27,-0.1,0.4,0.9,2,8,2015,DEN,LWR,12,2
88525,4253,VG-0300,0,0,0,0,0,0,0,0,0,2,2,14,0,0,0,0,0,0,0,31,1.4,2.4,3.4,3,5,2015,DEN,FB,85,1
88526,4253,CL-0275,0,0,0,0,0,0,0,0,0,2,2,18,0,0,0,0,0,0,0,6,1.8,2.8,3.8,2,2,2015,DEN,RWR,14,2
88527,4253,ES-0200,0,0,0,0,0,0,0,0,0,8,5,85,0,0,0,0,0,0,0,66,8.5,11,13.5,3,6,2015,DEN,RWR,10,1
88528,4253,DH-2800,0,0,0,0,0,0,0,0,0,2,2,64,0,0,0,0,0,0,0,32,6.4,7.4,8.4,4,7,2015,PIT,RWR,88,2
88529,4253,HM-0200,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,63,0.5,1,1.5,4,11,2015,PIT,TE,83,1
88530,4253,MS-3400,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,22,0.1,0.6,1.1,2,9,2015,PIT,TE,89,1
88531,4253,BF-0950,0,0,0,0,0,0,0,0,0,4,2,35,0,0,0,0,0,0,0,21,3.5,4.5,5.5,3,2,2015,DEN,LWR,16,3
88532,4253,JJ-0725,0,0,0,0,0,0,0,0,0,1,1,22,0,0,0,0,0,0,0,12,2.2,2.7,3.2,2,1,2015,PIT,TE,81,2
88533,4254,TB-2300,56,27,310,2,1,3,2,13,0,0,0,0,0,0,0,0,0,0,1,83,15.7,17.7,18.7,1,16,2015,NE,QB,12,1
88534,4254,RG-2200,0,0,0,0,0,0,0,0,0,15,8,144,1,0,0,0,0,5,0,77,20.4,24.4,31.4,1,6,2015,NE,TE,87,1
88535,4254,JE-0100,0,0,0,0,0,0,0,0,0,13,7,53,0,1,16,0,0,0,1,80,7.3,10.8,14.3,1,7,2015,NE,RWR,11,1
88536,4254,JW-2550,0,0,0,0,0,5,0,11,0,16,5,45,0,0,0,0,0,0,0,57,5.6,8.1,10.6,1,2,2015,NE,RB,28,1
